21.0079,27.815,0
21.0079,27.815,0
21.0079,27.815,0
21.0079,27.815,0
19.7347,27.5136,-1
19.7347,27.5136,-1
19.7347,27.5136,-1
19.7347,27.5136,-1
19.6081,25.6903,0
19.6081,25.6903,0
19.6081,25.6903,0
21.3529,26.0622,0
22.4593,26.2869,5
22.4593,26.2869,5
22.4593,26.2869,5
22.4593,26.2869,5
22.4593,26.2869,5
20.4439,25.4749,2
20.4342,25.4847,2
20.4342,25.4847,2
21.4711,27.2029,2
21.4711,27.2029,2
21.4819,27.2137,2
19.6478,26.7724,0
19.6478,26.7724,0
21.2779,25.851,3
21.2779,25.851,3
21.2915,25.8547,3
21.1097,26.7673,0
22.0472,26.7023,0
20.6757,26.2994,1
20.6757,26.2994,1
20.6757,26.2994,1
21.454,27.3948,-1
21.4867,27.4275,0
21.4867,27.4275,0
21.4914,27.4228,0
21.9548,28.2554,0
21.9557,28.2545,0
21.9557,28.2545,0
21.9557,28.2545,0
21.9557,28.2545,0
22.3203,28.6735,1
22.3203,28.6735,1
22.3203,28.6735,1
22.3203,28.6735,1
22.3203,28.6735,1
21.6566,27.876,0
21.6597,27.8391,0
21.6597,27.8391,0
21.6933,27.8055,0
21.6985,27.7597,0
22.3897,27.1385,-2
22.3897,27.1385,-2
24.3826,27.1532,7
24.3826,27.1532,7
24.3826,27.1532,7
24.3828,27.1535,7
24.3828,27.1535,7
22.6029,27.3123,0
22.6029,27.3123,0
22.6029,27.3123,0
22.6026,27.312,0
20.2171,25.5996,-1
21.7643,27.1718,0
21.7643,27.1718,0
21.7646,27.1716,0
21.7649,27.1713,0
21.8043,27.3906,-4
21.8043,27.3906,-4
21.8043,27.3906,-4
21.8043,27.3906,-4
21.8043,27.3906,-4
22.1692,27.3245,0
22.1692,27.3245,0
22.1692,27.3245,0
22.1692,27.3245,0
23.1705,27.3256,0
23.1705,27.3256,0
23.1705,27.3256,0
23.1705,27.3256,0
23.1941,27.3493,0
21.5385,27.503,1
21.5721,27.5366,1
21.5724,27.5369,1
21.3236,27.4409,-1
21.3533,27.4706,-1
20.8248,25.2661,2
20.8248,25.2661,2
20.8248,25.2661,0
22.1096,27.3917,2
22.1096,27.3917,2
22.8364,27.317,2
22.8451,27.3256,2
22.8451,27.3256,2
21.5651,26.7579,0
21.5651,26.7579,0
21.5651,26.7579,0
