29.6888,5.59225,1
29.6888,5.59225,1
29.6888,5.59225,1
30.0631,5.66547,1
30.0631,5.66547,1
29.877,4.51471,3
29.877,4.51471,3
29.877,4.51471,3
31.2212,3.43905,0
31.2214,3.43877,0
31.222,3.43877,0
31.222,3.43877,0
31.2251,2.94671,5
31.2237,2.9481,5
30.0581,2.92923,1
30.0581,2.92923,1
30.0581,2.92923,1
30.0581,2.92923,1
31.2312,4.70326,0
31.251,4.68355,0
31.2424,4.67661,0
31.241,4.678,0
31.0055,4.87732,1
31.0032,4.8751,1
31.0032,4.8751,1
30.9997,4.02064,1
30.9797,4.00064,1
30.9264,3.94733,1
30.8182,3.85455,0
30.9432,3.90731,0
30.9443,3.9062,0
30.9418,3.90536,0
31.3973,3.86315,2
31.3937,3.86676,2
31.392,3.86843,2
30.4861,2.86481,-1
30.4861,2.86481,-1
30.4861,2.86481,-1
31.8125,4.17624,1
31.8486,4.21234,1
30.9014,4.81609,0
30.9061,4.82081,0
31.9849,5.2987,0
31.6265,5.83761,-2
31.6304,5.8265,-2
31.6298,5.82539,-2
31.6298,5.82484,-2
30.4114,3.87782,1
30.4114,3.87782,1
30.4114,3.87782,1
30.4114,3.87782,1
32.1165,2.11699,12
32.1165,2.11699,12
32.1165,2.11699,12
32.3014,4.76271,-1
32.3014,4.76271,-1
32.2989,4.76022,-1
32.3156,4.75522,0
30.6701,3.84447,0
30.6493,3.78088,0
31.4376,4.84464,-1
31.429,4.85324,-1
31.429,4.85324,-1
31.429,4.85324,-1
31.4395,4.8638,-1
31.4381,4.86519,-1
31.4031,3.6173,2
31.4048,3.61896,2
31.4048,3.61896,2
31.4048,3.61896,2
30.9205,5.30333,0
30.9205,5.30333,0
30.9205,5.30333,0
30.9205,5.30333,0
31.5217,4.59947,-4
31.5247,4.60253,-4
31.5264,4.60419,-4
31.1895,3.01225,0
31.1895,3.01225,0
31.1895,3.01225,0
31.1029,2.92562,0
31.2286,4.17487,0
31.2319,4.16932,0
31.2322,4.16959,0
31.331,3.78215,5
31.3393,3.77382,5
31.3207,3.75522,5
30.3467,3.95339,0
30.3437,3.94923,0
30.3434,3.9495,0
30.3434,3.9495,0
