42.532,23.2227,0
42.532,23.2227,0
42.532,23.2227,0
43.1339,23.8954,5
43.1339,23.8954,5
43.1339,23.8954,5
43.3056,22.0902,4
43.3056,22.0902,4
43.3056,22.0902,4
48.1704,21.228,2
48.1704,21.228,2
48.1732,21.2252,2
48.1732,21.2252,2
48.2859,21.0437,15
48.2859,21.0437,15
48.2859,21.0437,15
48.2859,21.0437,15
47.6047,22.1141,5
47.6047,22.1141,5
47.6047,22.1141,5
47.6047,22.1141,5
47.5141,21.2994,3
47.5144,21.2996,3
45.5962,23.0912,2
45.5962,23.0912,2
45.5962,23.0912,2
46.4428,21.876,4
46.4311,21.8877,4
46.0955,21.9801,5
46.0974,21.9776,5
46.1052,21.9887,5
46.098,21.9832,5
46.8929,22.6948,1
46.8923,22.6943,1
46.9207,22.7226,1
46.5354,22.6673,2
46.5324,22.6642,2
46.5324,22.6642,2
45.8412,22.3234,2
45.8434,22.3257,2
44.3045,22.923,-1
44.3209,22.9393,-1
44.3209,22.9393,-1
44.3209,22.9393,-1
44.3209,22.9393,-1
44.3209,22.9393,-1
45.7049,23.5792,0
45.7049,23.5792,0
45.7049,23.5792,0
44.9929,23.7169,-4
44.9929,23.7169,-4
45.9242,22.0503,6
45.9242,22.0503,6
45.9242,22.0503,6
45.9242,22.0503,6
45.9242,22.0503,6
45.9242,22.0503,6
45.9242,22.0503,6
45.9242,22.0503,6
46.4723,22.6278,0
46.4723,22.6278,0
46.4723,22.6278,0
46.4723,22.6278,0
46.4723,22.6278,0
44.2932,21.571,1
44.2932,21.571,1
44.2932,21.571,1
44.2932,21.571,1
44.2945,21.5724,1
48.8731,23.5903,-1
48.8731,23.5903,-1
48.8729,23.5906,-1
48.8729,23.5906,-1
48.8729,23.5906,-1
48.8729,23.5906,-1
48.8729,23.5906,-1
48.8729,23.5906,-1
47.0079,22.1505,2
47.0079,22.1505,2
46.9698,22.1802,2
44.5732,22.9912,1
44.5816,22.9829,1
44.5816,22.9829,1
46.9323,23.519,-8
46.9323,23.519,-8
46.9323,23.519,-8
46.9323,23.519,-8
45.9131,20.7293,-2
45.9131,20.7293,-2
45.9131,20.7293,-2
45.9123,20.7301,-2
47.8376,22.0555,6
47.8376,22.0555,6
45.6532,20.9844,8
45.6532,20.9844,8
44.558,22.3872,0
44.5589,22.4286,0
44.5589,22.4286,0
